epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
50,613.207,0.23728,0.48519,0.11019,0.95966,0.80563,0.86208,0.59008,0.39138,0.74462,0.12844,0.000273654,0.000273654,0.000273654
51,629.212,0.21936,0.42511,0.09628,0.95287,0.81361,0.84542,0.57299,0.37803,0.71993,0.1264,0.000250075,0.000250075,0.000250075
52,641.021,0.21139,0.44895,0.1047,0.93814,0.78187,0.82108,0.56223,0.38349,0.83574,0.12257,0.000226497,0.000226497,0.000226497
53,652.603,0.1822,0.34523,0.09121,0.98502,0.79188,0.87729,0.61066,0.37613,0.77812,0.12098,0.000202918,0.000202918,0.000202918
54,664.315,0.16129,0.35565,0.09355,0.94854,0.84892,0.89983,0.64047,0.35959,0.72635,0.11376,0.00017934,0.00017934,0.00017934
55,675.967,0.1641,0.34611,0.07055,0.95797,0.85578,0.9119,0.6507,0.35422,0.62002,0.11311,0.000155761,0.000155761,0.000155761
56,687.534,0.18508,0.35497,0.09191,0.93292,0.83806,0.88276,0.62887,0.35532,0.70617,0.11367,0.000132183,0.000132183,0.000132183
57,699.012,0.16909,0.34869,0.08336,0.9207,0.80744,0.84547,0.59027,0.37999,0.7747,0.12487,0.000108604,0.000108604,0.000108604
58,710.674,0.18277,0.30079,0.10891,0.93707,0.81987,0.85628,0.60753,0.38053,0.74186,0.12416,8.50255e-05,8.50255e-05,8.50255e-05
59,722.169,0.2117,0.35011,0.11277,0.93468,0.82266,0.85294,0.61716,0.37485,0.73102,0.12037,6.1447e-05,6.1447e-05,6.1447e-05
60,733.853,0.16335,0.30542,0.08672,0.9369,0.82302,0.8557,0.62143,0.37436,0.7234,0.12029,3.78685e-05,3.78685e-05,3.78685e-05
