epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
32,149.876,0.26162,0.43359,0.11017,0.89141,0.74916,0.8626,0.59341,0.38376,0.72074,0.11021,0.00099044,0.00099044,0.00099044
33,153.636,0.28979,0.5099,0.12754,0.95308,0.74408,0.86462,0.571,0.40465,0.67867,0.11351,0.000976293,0.000976293,0.000976293
34,157.34,0.25556,0.42536,0.09963,0.8767,0.66285,0.62628,0.43094,0.35369,0.73403,0.09733,0.000962146,0.000962146,0.000962146
35,161.076,0.24636,0.46835,0.07885,0.89038,0.82953,0.85678,0.60149,0.37142,0.57556,0.10671,0.000947999,0.000947999,0.000947999
36,164.815,0.22985,0.42052,0.07022,0.90411,0.76124,0.83156,0.57859,0.39507,0.6561,0.11848,0.000933851,0.000933851,0.000933851
37,168.701,0.22112,0.46659,0.07178,0.92317,0.77328,0.79015,0.54492,0.38571,0.62347,0.11303,0.000919704,0.000919704,0.000919704
38,172.447,0.2759,0.44777,0.10308,0.94242,0.80669,0.84483,0.57597,0.38288,0.606,0.10987,0.000905557,0.000905557,0.000905557
39,176.157,0.22382,0.43181,0.07764,0.90373,0.82097,0.8669,0.59539,0.36609,0.59579,0.10947,0.00089141,0.00089141,0.00089141
40,179.858,0.23349,0.42148,0.07154,0.8864,0.75617,0.86283,0.58719,0.38212,0.72975,0.11178,0.000877263,0.000877263,0.000877263
41,183.78,0.28722,0.44592,0.10586,0.85848,0.8145,0.86296,0.59725,0.36813,0.70275,0.10439,0.000863116,0.000863116,0.000863116
42,187.486,0.25465,0.4413,0.08806,0.91219,0.8261,0.87058,0.6084,0.38473,0.58604,0.12088,0.000848969,0.000848969,0.000848969
43,191.224,0.21259,0.44276,0.06764,0.91167,0.75629,0.76797,0.5297,0.38762,0.65871,0.12198,0.000834822,0.000834822,0.000834822
44,194.973,0.22569,0.3915,0.07502,0.90167,0.7202,0.75641,0.52126,0.36267,0.72731,0.10438,0.000820675,0.000820675,0.000820675
45,198.903,0.23232,0.44248,0.1027,0.89065,0.77108,0.81381,0.5449,0.38847,0.64614,0.1168,0.000806528,0.000806528,0.000806528
46,202.615,0.22432,0.46512,0.0777,0.88418,0.81546,0.84525,0.57581,0.41179,0.61264,0.12748,0.00079238,0.00079238,0.00079238
