epoch,train_total_loss,train_loss_classifier,train_loss_box_reg,train_loss_objectness,train_loss_rpn_box_reg,val_total_loss,val_loss_classifier,val_loss_box_reg,val_loss_objectness,val_loss_rpn_box_reg,lr
25,0.03806198789974221,0.015048817410529028,0.021133483616303298,0.0008548025956716097,0.0010248843035118853,0.04521293218457262,0.019032524320838184,0.02367669007745791,0.001394174319974004,0.0011095433918477636,8.535533905932742e-05
26,0.03777116472911909,0.0149320614225262,0.020964005480909393,0.000868216435740365,0.001006881385979998,0.04226706748467465,0.017405419067981903,0.022353197040806735,0.001427858081034169,0.00108059344012339,8.422735529643448e-05
27,0.03643956265405465,0.014432447386602962,0.020232588882511456,0.000791175864575173,0.0009833505329926732,0.0465096673045639,0.019082777587336085,0.024702813917605197,0.0015863793807740247,0.0011376963416510628,8.306559326618263e-05
28,0.036427175028311394,0.014433920791528663,0.020181612645869026,0.0008274368371396271,0.0009842047300239467,0.04453646582283119,0.01841746205561526,0.02353518280439586,0.0014823707596887104,0.0011014501263719072,8.187119948743452e-05
29,0.03643696031786037,0.014443594890899492,0.020222269503285605,0.0007924777245774413,0.00097861820902405,0.04397822058813266,0.017533093898103657,0.023922974892272686,0.0014334825231992038,0.001088669103648299,8.064535268264887e-05
30,0.0349627273217966,0.013761046259575527,0.01947123270707981,0.000760827399555526,0.0009696209709515492,0.04552424403580384,0.01895874621668411,0.023863705660153122,0.0015289232810645021,0.0011728687815432783,7.938926261462371e-05
31,0.03508562541463658,0.013852785676487414,0.01953673943355805,0.0007298550205528855,0.0009662452900810759,0.0465418957417626,0.018718337536550552,0.02512871712465717,0.0015723074096710913,0.0011225334266249422,7.810416889260659e-05
32,0.03502325891679914,0.013755565785089357,0.01952820253925437,0.0007863187234943427,0.0009531719112385168,0.04372418170590051,0.017755715607992172,0.023408448612512484,0.0014065214870971473,0.0011534960789627918,7.679133974894988e-05
33,0.03433583333236053,0.013528707654473485,0.019104226672694197,0.0007632041641867435,0.000939694847363875,0.0435418532381117,0.018221671261497974,0.022676684818089165,0.0015353556062118942,0.001108141555531616,7.545207078751862e-05
34,0.03323591793790468,0.013176558975092626,0.018404479963079874,0.0007167756644804721,0.0009381033594210561,0.04544002012744624,0.019096474415569015,0.02380761255739325,0.0014467263344068236,0.0010892066361592274,7.408768370508582e-05
35,0.03330912700413971,0.013143727400912335,0.01853533295632883,0.0007098566797351591,0.0009202100375569449,0.04587883157996919,0.019398850103576927,0.023871818898704038,0.0015225643638915477,0.001085598298003507,7.26995249869774e-05
