epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,173.609,0.93402,0.49799,0.00562,0.98542,0.8666,0.92492,0.61505,1.26296,0.42838,0.01115,0.000863116,0.000863116,0.000863116
22,178.676,1.10037,0.68771,0.00662,0.91055,0.86063,0.91389,0.66401,0.92352,0.33793,0.008,0.000834822,0.000834822,0.000834822
23,183.996,0.95326,0.54499,0.0054,0.83633,0.84903,0.87275,0.63248,0.99337,0.53136,0.00892,0.000806528,0.000806528,0.000806528
24,188.891,0.98705,0.55255,0.00528,0.87619,0.81863,0.88284,0.67021,0.92073,0.36764,0.00842,0.000778233,0.000778233,0.000778233
25,193.597,0.91607,0.48667,0.00489,0.89957,0.88905,0.92607,0.69386,0.86602,0.33737,0.00762,0.000749939,0.000749939,0.000749939
26,198.205,0.95416,0.55294,0.00562,0.95845,0.75651,0.93766,0.6758,0.87633,0.47248,0.00728,0.000721645,0.000721645,0.000721645
27,203.03,0.92485,0.47931,0.0051,0.9727,0.88912,0.97292,0.67874,0.99936,0.42064,0.00812,0.000693351,0.000693351,0.000693351
28,207.383,0.94162,0.59585,0.00544,0.89451,0.87927,0.97471,0.67305,0.97738,0.36098,0.00851,0.000665057,0.000665057,0.000665057
29,211.698,0.97064,0.50976,0.00536,0.92594,0.89381,0.98366,0.69144,0.91614,0.3462,0.00795,0.000636762,0.000636762,0.000636762
30,216.211,0.96074,0.46721,0.00544,0.9677,0.87745,0.97098,0.66431,0.98466,0.35119,0.00882,0.000608468,0.000608468,0.000608468
31,220.746,0.92242,0.57111,0.00556,0.98382,0.84051,0.96072,0.67548,0.85634,0.31158,0.008,0.000580174,0.000580174,0.000580174
32,225.631,0.8269,0.40203,0.00456,0.94057,0.87623,0.95739,0.70569,0.80474,0.32032,0.00743,0.00055188,0.00055188,0.00055188
33,230.74,0.92695,0.49615,0.00516,0.96367,0.83701,0.97153,0.70693,0.88481,0.32627,0.008,0.000523586,0.000523586,0.000523586
34,235.227,0.7514,0.41221,0.00447,0.9699,0.85784,0.97163,0.70118,0.952,0.33034,0.00808,0.000495291,0.000495291,0.000495291
35,239.904,0.83445,0.38926,0.0055,0.97706,0.85784,0.96246,0.70257,0.88186,0.31071,0.00748,0.000466997,0.000466997,0.000466997
36,244.06,0.83407,0.41164,0.00486,0.9811,0.84165,0.9603,0.72805,0.82132,0.3079,0.00682,0.000438703,0.000438703,0.000438703
37,248.758,0.80668,0.39175,0.00469,0.89922,0.95038,0.96586,0.72858,0.79599,0.2612,0.00674,0.000410409,0.000410409,0.000410409
38,253.449,0.88995,0.43683,0.0057,0.91048,0.94118,0.96586,0.70946,0.85035,0.27687,0.00734,0.000382115,0.000382115,0.000382115
39,257.863,0.82142,0.39668,0.00442,0.94433,0.93666,0.98204,0.71808,0.88332,0.28613,0.0079,0.00035382,0.00035382,0.00035382
40,262.554,0.77325,0.38406,0.00465,0.96905,0.94877,0.98415,0.72444,0.90236,0.28713,0.00824,0.000325526,0.000325526,0.000325526
41,274.898,0.64984,0.33455,0.00408,0.94721,0.96271,0.98463,0.72786,0.85559,0.27571,0.00775,0.000297232,0.000297232,0.000297232
42,280.239,0.67093,0.33643,0.00475,0.99023,0.9572,0.98998,0.74356,0.838,0.26958,0.00733,0.000268938,0.000268938,0.000268938
43,286.455,0.65252,0.25741,0.00442,0.98249,0.95582,0.98998,0.75167,0.8098,0.26564,0.00682,0.000240644,0.000240644,0.000240644
44,293.524,0.68808,0.32011,0.00469,0.97671,0.95972,0.99183,0.73729,0.86223,0.26933,0.00722,0.000212349,0.000212349,0.000212349
45,298.799,0.62516,0.27016,0.004,0.96968,0.9581,0.99065,0.71681,0.92553,0.28285,0.0078,0.000184055,0.000184055,0.000184055
46,304.37,0.73528,0.28349,0.00507,0.96561,0.95685,0.98843,0.71663,0.93736,0.29429,0.00789,0.000155761,0.000155761,0.000155761
47,309.471,0.63152,0.33406,0.00501,0.97746,0.94118,0.98401,0.71365,0.93461,0.30124,0.00794,0.000127467,0.000127467,0.000127467
48,314.04,0.6727,0.31501,0.0044,0.93961,0.95127,0.97889,0.71298,0.91433,0.29617,0.00778,9.91726e-05,9.91726e-05,9.91726e-05
49,318.564,0.67503,0.34464,0.00462,0.9316,0.95133,0.97858,0.7209,0.88378,0.28956,0.00757,7.08784e-05,7.08784e-05,7.08784e-05
50,323.626,0.59799,0.24569,0.00405,0.92639,0.95247,0.97858,0.72388,0.86343,0.28342,0.00743,4.25842e-05,4.25842e-05,4.25842e-05
