image_path,image_name,subfolder,class_id,class_name,confidence,xmin,ymin,xmax,ymax,evaluation
/srv/shared_leopard_toad/2025/Documents/22.09-29.09.2025/6R/105MEDIA/DSCF0674.JPG,DSCF0674.JPG,6R/105MEDIA,2,Western_Leopard_Toad,0.8862,1779.7,1686.8,2071.0,2024.6,Correct
/srv/shared_leopard_toad/2025/Documents/22.09-29.09.2025/6R/108MEDIA/DSCF0972.JPG,DSCF0972.JPG,6R/108MEDIA,2,Western_Leopard_Toad,0.3956,1987.1,1175.3,2423.0,1422.5,Correct
/srv/shared_leopard_toad/2025/Documents/22.09-29.09.2025/6R/108MEDIA/DSCF0972.JPG,DSCF0972.JPG,6R/108MEDIA,2,Western_Leopard_Toad,0.2878,1989.3,1172.0,2216.3,1429.6,Correct
/srv/shared_leopard_toad/2025/Documents/22.09-29.09.2025/6R/106MEDIA/DSCF0514.JPG,DSCF0514.JPG,6R/106MEDIA,2,Western_Leopard_Toad,0.2514,2049.1,2652.2,2215.7,2847.6,Correct
/srv/shared_leopard_toad/2025/Documents/22.09-29.09.2025/5R/103MEDIA/DSCF0870.JPG,DSCF0870.JPG,5R/103MEDIA,2,Western_Leopard_Toad,0.274,2436.8,2358.2,2649.1,2540.4,Correct
/srv/shared_leopard_toad/2025/Documents/22.09-29.09.2025/5R/103MEDIA/DSCF0554.JPG,DSCF0554.JPG,5R/103MEDIA,2,Western_Leopard_Toad,0.5434,3390.5,88.6,3626.7,296.5,Correct
/srv/shared_leopard_toad/2025/Documents/22.09-29.09.2025/5R/102MEDIA/DSCF0015.JPG,DSCF0015.JPG,5R/102MEDIA,2,Western_Leopard_Toad,0.551,3274.4,2437.5,3486.1,2648.9,Correct
/srv/shared_leopard_toad/2025/Documents/22.09-29.09.2025/3Z/106MEDIA/DSCF0036.JPG,DSCF0036.JPG,3Z/106MEDIA,2,Western_Leopard_Toad,0.4929,5099.0,738.0,5376.0,1141.1,Correct
/srv/shared_leopard_toad/2025/Documents/22.09-29.09.2025/3Z/106MEDIA/DSCF0284.JPG,DSCF0284.JPG,3Z/106MEDIA,2,Western_Leopard_Toad,0.8746,3704.0,1891.4,4121.9,2238.3,Correct
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/4R/101MEDIA/DSCF0226.JPG,DSCF0226.JPG,4R/101MEDIA,2,Western_Leopard_Toad,0.6871,1289.4,2009.9,1566.0,2375.9,Correct
/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/6R/101MEDIA/DSCF0121.JPG,DSCF0121.JPG,6R/101MEDIA,2,Western_Leopard_Toad,0.2841,786.5,938.8,1136.8,1274.0,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5Z/106MEDIA/DSCF0057.JPG,DSCF0057.JPG,5Z/106MEDIA,2,Western_Leopard_Toad,0.5403,3256.0,603.9,3644.8,975.3,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5Z/100MEDIA/DSCF0409.JPG,DSCF0409.JPG,5Z/100MEDIA,2,Western_Leopard_Toad,0.8388,3248.2,2523.2,3647.7,2844.6,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/4R/105MEDIA/DSCF0938.JPG,DSCF0938.JPG,4R/105MEDIA,2,Western_Leopard_Toad,0.376,847.2,1125.5,1299.5,1587.4,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/4R/106MEDIA/DSCF0044.JPG,DSCF0044.JPG,4R/106MEDIA,2,Western_Leopard_Toad,0.2849,4709.0,1715.9,5184.1,2251.1,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/4R/106MEDIA/DSCF0008.JPG,DSCF0008.JPG,4R/106MEDIA,2,Western_Leopard_Toad,0.2672,1563.7,1610.8,2139.5,2378.0,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/103MEDIA/DSCF0173.JPG,DSCF0173.JPG,6R/103MEDIA,2,Western_Leopard_Toad,0.5458,3286.5,2550.4,3579.8,2855.1,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/103MEDIA/DSCF0430.JPG,DSCF0430.JPG,6R/103MEDIA,2,Western_Leopard_Toad,0.7447,828.6,2658.6,1130.5,2866.4,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/103MEDIA/DSCF0431.JPG,DSCF0431.JPG,6R/103MEDIA,2,Western_Leopard_Toad,0.6962,832.4,2659.6,1129.7,2865.9,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/103MEDIA/DSCF0174.JPG,DSCF0174.JPG,6R/103MEDIA,2,Western_Leopard_Toad,0.4409,3177.3,2584.0,3507.5,2856.2,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/103MEDIA/DSCF0175.JPG,DSCF0175.JPG,6R/103MEDIA,2,Western_Leopard_Toad,0.3568,3057.6,2498.2,3364.6,2800.0,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/103MEDIA/DSCF0213.JPG,DSCF0213.JPG,6R/103MEDIA,2,Western_Leopard_Toad,0.6633,3844.9,192.9,4071.3,468.7,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/104MEDIA/DSCF0446.JPG,DSCF0446.JPG,6R/104MEDIA,2,Western_Leopard_Toad,0.6225,3066.6,2635.5,3375.5,2856.4,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/104MEDIA/DSCF0445.JPG,DSCF0445.JPG,6R/104MEDIA,2,Western_Leopard_Toad,0.6837,3068.1,2634.1,3377.8,2856.6,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/104MEDIA/DSCF0448.JPG,DSCF0448.JPG,6R/104MEDIA,2,Western_Leopard_Toad,0.6718,3068.0,2637.0,3397.0,2858.3,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/104MEDIA/DSCF0449.JPG,DSCF0449.JPG,6R/104MEDIA,2,Western_Leopard_Toad,0.6474,3067.8,2635.8,3396.7,2859.1,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/104MEDIA/DSCF0465.JPG,DSCF0465.JPG,6R/104MEDIA,2,Western_Leopard_Toad,0.7448,4375.3,2060.6,4705.7,2357.0,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/104MEDIA/DSCF0450.JPG,DSCF0450.JPG,6R/104MEDIA,2,Western_Leopard_Toad,0.5999,3076.7,2639.7,3386.9,2859.1,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/104MEDIA/DSCF0444.JPG,DSCF0444.JPG,6R/104MEDIA,2,Western_Leopard_Toad,0.8412,3097.6,2453.0,3413.1,2851.3,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/104MEDIA/DSCF0447.JPG,DSCF0447.JPG,6R/104MEDIA,2,Western_Leopard_Toad,0.4844,3067.1,2636.3,3392.0,2858.6,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0350.JPG,DSCF0350.JPG,5R/106MEDIA,2,Western_Leopard_Toad,0.8251,3297.4,1876.2,3725.1,2195.5,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0353.JPG,DSCF0353.JPG,5R/106MEDIA,2,Western_Leopard_Toad,0.4153,4744.3,2610.0,5082.3,2852.7,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0366.JPG,DSCF0366.JPG,5R/106MEDIA,2,Western_Leopard_Toad,0.4605,4644.3,2251.9,4896.9,2558.7,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0044.JPG,DSCF0044.JPG,5R/106MEDIA,2,Western_Leopard_Toad,0.9033,1674.0,1053.4,2067.8,1485.1,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0346.JPG,DSCF0346.JPG,5R/106MEDIA,2,Western_Leopard_Toad,0.8912,2955.8,1867.4,3329.8,2275.2,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0365.JPG,DSCF0365.JPG,5R/106MEDIA,2,Western_Leopard_Toad,0.32,4646.2,2253.7,4896.5,2559.9,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0349.JPG,DSCF0349.JPG,5R/106MEDIA,2,Western_Leopard_Toad,0.7895,3299.6,1875.2,3724.6,2197.8,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0687.JPG,DSCF0687.JPG,5R/106MEDIA,2,Western_Leopard_Toad,0.8434,3018.8,1091.3,3403.0,1537.0,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0352.JPG,DSCF0352.JPG,5R/106MEDIA,2,Western_Leopard_Toad,0.8797,3697.4,2240.3,4114.9,2579.3,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0348.JPG,DSCF0348.JPG,5R/106MEDIA,2,Western_Leopard_Toad,0.8075,3299.1,1875.3,3724.2,2195.2,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0351.JPG,DSCF0351.JPG,5R/106MEDIA,2,Western_Leopard_Toad,0.8219,3297.3,1875.5,3726.3,2198.3,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0367.JPG,DSCF0367.JPG,5R/106MEDIA,2,Western_Leopard_Toad,0.531,4646.3,2251.2,4895.7,2559.0,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0347.JPG,DSCF0347.JPG,5R/106MEDIA,2,Western_Leopard_Toad,0.8206,3300.4,1876.1,3724.0,2195.7,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/3Z/105MEDIA/DSCF0799.JPG,DSCF0799.JPG,3Z/105MEDIA,2,Western_Leopard_Toad,0.3656,2826.3,498.4,3171.7,843.2,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/4Z/104MEDIA/DSCF0398.JPG,DSCF0398.JPG,4Z/104MEDIA,2,Western_Leopard_Toad,0.5447,4525.0,2433.0,5158.9,2856.0,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/4Z/106MEDIA/DSCF0029.JPG,DSCF0029.JPG,4Z/106MEDIA,2,Western_Leopard_Toad,0.4246,992.7,2016.0,1594.5,2621.2,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/4Z/106MEDIA/DSCF0090.JPG,DSCF0090.JPG,4Z/106MEDIA,2,Western_Leopard_Toad,0.7799,1843.0,43.5,2592.2,617.1,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/4Z/109MEDIA/DSCF0273.JPG,DSCF0273.JPG,4Z/109MEDIA,2,Western_Leopard_Toad,0.782,3131.2,840.7,3692.7,1359.1,Correct
/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/4Z/109MEDIA/DSCF0428.JPG,DSCF0428.JPG,4Z/109MEDIA,2,Western_Leopard_Toad,0.748,4628.9,954.9,5065.1,1371.2,Correct
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/4R/100MEDIA/DSCF0422.JPG,DSCF0422.JPG,4R/100MEDIA,2,Western_Leopard_Toad,0.5073,1585.8,1825.9,1941.2,2096.5,Correct
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/5R/100MEDIA/DSCF0511.JPG,DSCF0511.JPG,5R/100MEDIA,2,Western_Leopard_Toad,0.7939,3181.3,656.3,3957.1,1304.9,Correct
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/5R/100MEDIA/DSCF0086.JPG,DSCF0086.JPG,5R/100MEDIA,2,Western_Leopard_Toad,0.9006,2448.8,2281.3,2812.9,2701.0,Correct
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/5R/100MEDIA/DSCF0088.JPG,DSCF0088.JPG,5R/100MEDIA,2,Western_Leopard_Toad,0.657,2487.4,2274.2,2825.6,2695.3,Correct
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/5R/100MEDIA/DSCF0087.JPG,DSCF0087.JPG,5R/100MEDIA,2,Western_Leopard_Toad,0.5407,2476.6,2285.2,2827.3,2699.0,Correct
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/5R/100MEDIA/DSCF0138.JPG,DSCF0138.JPG,5R/100MEDIA,2,Western_Leopard_Toad,0.6851,2725.3,2573.6,3101.5,2857.9,Correct
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/3Z/107MEDIA/DSCF0036.JPG,DSCF0036.JPG,3Z/107MEDIA,2,Western_Leopard_Toad,0.8748,2670.6,2210.7,2995.7,2654.5,Correct
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/3Z/106MEDIA/DSCF0284.JPG,DSCF0284.JPG,3Z/106MEDIA,2,Western_Leopard_Toad,0.805,1998.7,1549.2,2423.9,2052.6,Correct
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/3Z/106MEDIA/DSCF0283.JPG,DSCF0283.JPG,3Z/106MEDIA,2,Western_Leopard_Toad,0.8166,1998.1,1550.1,2424.5,2051.2,Correct
/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/4Z/100MEDIA/DSCF0260.JPG,DSCF0260.JPG,4Z/100MEDIA,2,Western_Leopard_Toad,0.6621,2783.2,1941.9,3098.2,2273.6,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/6R/100MEDIA/DSCF0397.JPG,DSCF0397.JPG,6R/100MEDIA,2,Western_Leopard_Toad,0.2623,1973.9,896.0,2274.1,1230.9,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/5R/107MEDIA/DSCF0899.JPG,DSCF0899.JPG,5R/107MEDIA,2,Western_Leopard_Toad,0.5741,2569.9,2500.9,2914.9,2857.8,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/5R/107MEDIA/DSCF0881.JPG,DSCF0881.JPG,5R/107MEDIA,2,Western_Leopard_Toad,0.6836,1978.2,2504.2,2273.7,2854.6,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/5R/108MEDIA/DSCF0464.JPG,DSCF0464.JPG,5R/108MEDIA,2,Western_Leopard_Toad,0.2783,830.1,1327.2,1173.6,1708.2,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/3Z/105MEDIA/DSCF0662.JPG,DSCF0662.JPG,3Z/105MEDIA,2,Western_Leopard_Toad,0.8341,2957.3,1780.8,3329.3,2230.4,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/4Z/100MEDIA/DSCF0279.JPG,DSCF0279.JPG,4Z/100MEDIA,2,Western_Leopard_Toad,0.2532,3295.6,2686.5,3510.2,2854.7,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/4Z/100MEDIA/DSCF0282.JPG,DSCF0282.JPG,4Z/100MEDIA,2,Western_Leopard_Toad,0.498,3291.8,2686.3,3513.1,2856.1,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/4Z/100MEDIA/DSCF0286.JPG,DSCF0286.JPG,4Z/100MEDIA,2,Western_Leopard_Toad,0.4414,3294.9,2686.2,3510.8,2855.2,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/4Z/100MEDIA/DSCF0284.JPG,DSCF0284.JPG,4Z/100MEDIA,2,Western_Leopard_Toad,0.5043,3293.8,2685.8,3512.7,2855.7,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/4Z/100MEDIA/DSCF0280.JPG,DSCF0280.JPG,4Z/100MEDIA,2,Western_Leopard_Toad,0.3697,3296.3,2686.6,3514.6,2855.5,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/4Z/100MEDIA/DSCF0278.JPG,DSCF0278.JPG,4Z/100MEDIA,2,Western_Leopard_Toad,0.3703,3294.9,2685.9,3511.9,2855.1,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/4Z/100MEDIA/DSCF0277.JPG,DSCF0277.JPG,4Z/100MEDIA,2,Western_Leopard_Toad,0.4188,3295.2,2686.0,3511.8,2855.6,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/4Z/100MEDIA/DSCF0283.JPG,DSCF0283.JPG,4Z/100MEDIA,2,Western_Leopard_Toad,0.4172,3295.4,2686.0,3512.6,2855.3,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/4Z/100MEDIA/DSCF0285.JPG,DSCF0285.JPG,4Z/100MEDIA,2,Western_Leopard_Toad,0.409,3295.0,2685.5,3516.9,2855.5,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/4Z/100MEDIA/DSCF0281.JPG,DSCF0281.JPG,4Z/100MEDIA,2,Western_Leopard_Toad,0.3803,3294.7,2686.3,3511.6,2855.3,Correct
/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/4Z/100MEDIA/DSCF0276.JPG,DSCF0276.JPG,4Z/100MEDIA,2,Western_Leopard_Toad,0.2905,3296.3,2686.0,3512.9,2855.0,Correct
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/5R/101MEDIA/DSCF0813.JPG,DSCF0813.JPG,5R/101MEDIA,2,Western_Leopard_Toad,0.6156,2799.2,1659.5,3178.3,2073.6,Correct
/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/4Z/100MEDIA/DSCF0721.JPG,DSCF0721.JPG,4Z/100MEDIA,2,Western_Leopard_Toad,0.8891,1856.5,1530.7,2282.4,2010.2,Correct
/srv/shared_leopard_toad/2025/Documents/21-28.08.2025/4R/103MEDIA/DSCF0536.JPG,DSCF0536.JPG,4R/103MEDIA,2,Western_Leopard_Toad,0.3801,2996.4,1962.0,3368.6,2236.6,Correct
/srv/shared_leopard_toad/2025/Documents/21-28.08.2025/5R/100MEDIA/DSCF0450.JPG,DSCF0450.JPG,5R/100MEDIA,2,Western_Leopard_Toad,0.7467,1898.4,2501.1,2561.3,2857.3,Correct
/srv/shared_leopard_toad/2025/Documents/21-28.08.2025/4Z/101MEDIA/DSCF0981.JPG,DSCF0981.JPG,4Z/101MEDIA,2,Western_Leopard_Toad,0.7011,4565.2,77.3,5186.7,750.3,Correct
/srv/shared_leopard_toad/2025/Documents/21-28.08.2025/4Z/101MEDIA/DSCF0944.JPG,DSCF0944.JPG,4Z/101MEDIA,2,Western_Leopard_Toad,0.8649,1687.1,1490.6,2092.6,1955.0,Correct
/srv/shared_leopard_toad/2025/Documents/29.09.06.10.2025/3Z/107MEDIA/DSCF0045.JPG,DSCF0045.JPG,3Z/107MEDIA,2,Western_Leopard_Toad,0.3075,2430.3,2382.7,2675.6,2587.2,Correct
