epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,330.993,0.8875,0.56799,0.00634,0.96655,0.63695,0.84907,0.60776,1.2153,1.34207,0.0062,0.000344389,0.000344389,0.000344389
48,337.626,0.80517,0.48306,0.00517,0.81523,0.74285,0.86527,0.62579,1.21695,1.21274,0.00606,0.00032081,0.00032081,0.00032081
49,344.21,0.82947,0.50569,0.00665,0.88208,0.78191,0.90053,0.64595,1.17888,1.07197,0.00597,0.000297232,0.000297232,0.000297232
50,351,0.79977,0.48857,0.00576,0.86305,0.77999,0.90167,0.65975,1.1557,1.20739,0.00576,0.000273654,0.000273654,0.000273654
51,361.715,0.78259,0.42188,0.00663,0.8069,0.73174,0.85731,0.61354,1.18114,1.44454,0.00583,0.000250075,0.000250075,0.000250075
52,368.946,0.72327,0.36899,0.00561,0.83396,0.68322,0.836,0.60433,1.12947,1.58991,0.0055,0.000226497,0.000226497,0.000226497
53,375.93,0.78057,0.31709,0.00697,0.81259,0.68134,0.83652,0.61629,1.11716,1.54618,0.00545,0.000202918,0.000202918,0.000202918
54,382.476,0.70324,0.41396,0.00587,0.78864,0.71021,0.84705,0.60886,1.15648,1.45496,0.00568,0.00017934,0.00017934,0.00017934
55,389.135,0.71479,0.34829,0.00602,0.93909,0.67599,0.86854,0.62883,1.13077,1.29943,0.0055,0.000155761,0.000155761,0.000155761
56,395.918,0.72212,0.36303,0.00509,0.96874,0.73561,0.88137,0.63578,1.14412,1.16126,0.00548,0.000132183,0.000132183,0.000132183
57,402.457,0.72948,0.46712,0.00592,0.95142,0.72479,0.87429,0.62558,1.13906,1.16868,0.00562,0.000108604,0.000108604,0.000108604
58,409.007,0.71145,0.40605,0.00545,0.9313,0.71349,0.86887,0.62264,1.13285,1.21906,0.00569,8.50255e-05,8.50255e-05,8.50255e-05
59,415.562,0.66945,0.34476,0.00509,0.91945,0.7364,0.86908,0.62722,1.12238,1.27219,0.00549,6.1447e-05,6.1447e-05,6.1447e-05
60,422.199,0.70731,0.35994,0.00517,0.94781,0.72592,0.86859,0.63059,1.11878,1.28531,0.00544,3.78685e-05,3.78685e-05,3.78685e-05
