threshold,tp,fp,tn,fn,recall,specificity,precision,f1_score,model,processing,cycle,variant,dataset
0.37,139,20405,134105,626,0.18169934640522875,0.8679373503333118,0.006765965732087227,0.013046130742878597,faster_rcnn,clahe,0,pretrained,val_full_seq
0.4,118,18109,136401,647,0.1542483660130719,0.8827972299527539,0.006473912327865255,0.012426284751474304,faster_rcnn,clahe,0,pretrained,val_full_seq
0.43,101,15994,138516,664,0.13202614379084968,0.8964856643582939,0.006275240757999379,0.01198102016607355,faster_rcnn,clahe,0,pretrained,val_full_seq
0.46,86,13982,140528,679,0.11241830065359477,0.9095074752443207,0.006113164628945123,0.01159576619699319,faster_rcnn,clahe,0,pretrained,val_full_seq
0.5,68,11520,142990,697,0.08888888888888889,0.9254417189825901,0.005868139454608215,0.011009471383469601,faster_rcnn,clahe,0,pretrained,val_full_seq
0.53,55,9860,144650,710,0.0718954248366013,0.9361853601708627,0.005547150781643974,0.010299625468164795,faster_rcnn,clahe,0,pretrained,val_full_seq
0.56,46,8365,146145,719,0.06013071895424837,0.945861109313313,0.005469028652954465,0.01002615518744551,faster_rcnn,clahe,0,pretrained,val_full_seq
0.59,41,7031,147479,724,0.05359477124183006,0.954494854701961,0.005797511312217195,0.010463187444175067,faster_rcnn,clahe,0,pretrained,val_full_seq
0.63,25,5370,149140,740,0.032679738562091505,0.9652449679632387,0.004633920296570899,0.008116883116883116,faster_rcnn,clahe,0,pretrained,val_full_seq
0.66,21,4322,150188,744,0.027450980392156862,0.9720277004724613,0.004835367257655998,0.008222396241190288,faster_rcnn,clahe,0,pretrained,val_full_seq
0.69,16,3337,151173,749,0.02091503267973856,0.9784026923823701,0.0047718461079630185,0.007770762506070908,faster_rcnn,clahe,0,pretrained,val_full_seq
0.72,12,2524,151986,753,0.01568627450980392,0.9836644877354217,0.00473186119873817,0.007270524083611028,faster_rcnn,clahe,0,pretrained,val_full_seq
0.76,9,1563,152947,756,0.011764705882352941,0.9898841498932108,0.0057251908396946565,0.007702182284980745,faster_rcnn,clahe,0,pretrained,val_full_seq
0.79,6,885,153625,759,0.00784313725490196,0.9942722153905896,0.006734006734006734,0.007246376811594202,faster_rcnn,clahe,0,pretrained,val_full_seq
0.82,5,439,154071,760,0.006535947712418301,0.9971587599508123,0.01126126126126126,0.008271298593879239,faster_rcnn,clahe,0,pretrained,val_full_seq
0.85,5,201,154309,760,0.006535947712418301,0.9986991133259984,0.024271844660194174,0.010298661174047374,faster_rcnn,clahe,0,pretrained,val_full_seq
0.89,2,60,154450,763,0.00261437908496732,0.999611675619701,0.03225806451612903,0.0048367593712212815,faster_rcnn,clahe,0,pretrained,val_full_seq
0.92,1,17,154493,764,0.00130718954248366,0.9998899747589153,0.05555555555555555,0.0025542784163473816,faster_rcnn,clahe,0,pretrained,val_full_seq
0.95,0,8,154502,765,0.0,0.9999482234159601,0.0,0.0,faster_rcnn,clahe,0,pretrained,val_full_seq
0.01,814,118028,28496,13,0.9842805320435308,0.19448008517375992,0.0068494303360764714,0.013604191561724424,faster_rcnn,clahe,0,scratch,test_full_seq
0.04,760,89305,57219,67,0.9189842805320435,0.3905094046026589,0.008438350080497418,0.0167231439510628,faster_rcnn,clahe,0,scratch,test_full_seq
0.07,705,75878,70646,122,0.8524788391777509,0.48214626955311074,0.009205698392593657,0.01821470094303062,faster_rcnn,clahe,0,scratch,test_full_seq
0.11,661,64201,82323,166,0.7992744860943168,0.5618396986159264,0.010190866763282045,0.02012513510633439,faster_rcnn,clahe,0,scratch,test_full_seq
0.14,636,57502,89022,191,0.7690447400241838,0.6075591711937977,0.010939488802504387,0.021572119053675908,faster_rcnn,clahe,0,scratch,test_full_seq
0.17,615,51774,94750,212,0.7436517533252721,0.6466517430591575,0.011739105537421978,0.023113349368610942,faster_rcnn,clahe,0,scratch,test_full_seq
0.2,598,46891,99633,229,0.7230955259975816,0.679977341595916,0.012592389816589104,0.024753704776885505,faster_rcnn,clahe,0,scratch,test_full_seq
0.24,569,41130,105394,258,0.6880290205562273,0.7192951325380142,0.01364541116093911,0.02676009970371067,faster_rcnn,clahe,0,scratch,test_full_seq
0.27,546,37236,109288,281,0.660217654171705,0.7458709835931315,0.014451326028267429,0.02828356082778627,faster_rcnn,clahe,0,scratch,test_full_seq
0.3,535,33606,112918,292,0.6469165659008465,0.7706450820343425,0.015670308426818196,0.030599405170441553,faster_rcnn,clahe,0,scratch,test_full_seq
0.33,511,30668,115856,316,0.6178960096735188,0.7906964046845568,0.016389236344975786,0.03193151284134225,faster_rcnn,clahe,0,scratch,test_full_seq
0.37,486,27584,118940,341,0.5876662636033857,0.8117441511288254,0.01731385821161382,0.033636709693047724,faster_rcnn,clahe,0,scratch,test_full_seq
0.4,467,25518,121006,360,0.5646916565900847,0.8258442302967431,0.0179719068693477,0.03483514844099657,faster_rcnn,clahe,0,scratch,test_full_seq
0.43,442,23536,122988,385,0.5344619105199516,0.8393710245420546,0.01843356410042539,0.035637976214472886,faster_rcnn,clahe,0,scratch,test_full_seq
0.46,416,21722,124802,411,0.5030229746070133,0.8517512489421528,0.0187912187189448,0.03622904419769214,faster_rcnn,clahe,0,scratch,test_full_seq
0.5,387,19398,127126,440,0.46795646916565903,0.8676121318009337,0.01956027293404094,0.03755094119930138,faster_rcnn,clahe,0,scratch,test_full_seq
0.53,372,17765,128759,455,0.4498186215235792,0.878757063689225,0.020510558526768485,0.03923222948744991,faster_rcnn,clahe,0,scratch,test_full_seq
0.56,354,16163,130361,473,0.4280532043530834,0.8896904261417925,0.021432463522431434,0.040821033210332106,faster_rcnn,clahe,0,scratch,test_full_seq
0.59,337,14569,131955,490,0.407496977025393,0.9005691900303022,0.022608345632631154,0.0428398906756499,faster_rcnn,clahe,0,scratch,test_full_seq
0.63,312,12413,134111,515,0.37726723095526,0.91528350304387,0.02451866404715128,0.046044864226682414,faster_rcnn,clahe,0,scratch,test_full_seq
0.66,293,10855,135669,534,0.3542926239419589,0.9259165733941197,0.026282741298887694,0.048935281837160755,faster_rcnn,clahe,0,scratch,test_full_seq
0.69,280,9323,137201,547,0.3385731559854897,0.9363721984111818,0.02915755493075081,0.053691275167785234,faster_rcnn,clahe,0,scratch,test_full_seq
0.72,263,7816,138708,564,0.3180169286577993,0.9466572029155633,0.03255353385319965,0.0590613069840557,faster_rcnn,clahe,0,scratch,test_full_seq
0.76,225,5823,140701,602,0.2720677146311971,0.9602590701864541,0.03720238095238095,0.06545454545454546,faster_rcnn,clahe,0,scratch,test_full_seq
0.79,202,4498,142026,625,0.24425634824667472,0.9693019573585214,0.04297872340425532,0.07309571195947169,faster_rcnn,clahe,0,scratch,test_full_seq
0.82,183,3255,143269,644,0.22128174123337363,0.9777852092489967,0.053228621291448515,0.08581477139507619,faster_rcnn,clahe,0,scratch,test_full_seq
0.85,152,2089,144435,675,0.1837968561064087,0.985742949960416,0.0678268630075859,0.09908735332464147,faster_rcnn,clahe,0,scratch,test_full_seq
0.89,116,789,145735,711,0.14026602176541716,0.9946152166198029,0.1281767955801105,0.13394919168591224,faster_rcnn,clahe,0,scratch,test_full_seq
0.92,86,275,146249,741,0.10399032648125756,0.9981231743605143,0.23822714681440443,0.1447811447811448,faster_rcnn,clahe,0,scratch,test_full_seq
0.95,58,52,146472,769,0.07013301088270858,0.9996451093336245,0.5272727272727272,0.1237993596584845,faster_rcnn,clahe,0,scratch,test_full_seq
0.01,557,79207,75303,208,0.7281045751633987,0.48736651349427224,0.006983100145429016,0.013833525810577556,faster_rcnn,clahe,0,scratch,val_full_seq
0.04,386,50147,104363,379,0.5045751633986928,0.6754449550190926,0.00763857281380484,0.015049319661585245,faster_rcnn,clahe,0,scratch,val_full_seq
0.07,308,40315,114195,457,0.40261437908496733,0.7390783768040904,0.007581911724884917,0.014883541123030829,faster_rcnn,clahe,0,scratch,val_full_seq
0.11,257,33035,121475,508,0.3359477124183007,0.7861950682803702,0.007719572269614321,0.015092345186011685,faster_rcnn,clahe,0,scratch,val_full_seq
0.14,230,29115,125395,535,0.3006535947712418,0.8115655944599055,0.007837791787357301,0.015277316506144138,faster_rcnn,clahe,0,scratch,val_full_seq
0.17,217,25919,128591,548,0.28366013071895424,0.8322503397838328,0.00830272421181512,0.016133229247983345,faster_rcnn,clahe,0,scratch,val_full_seq
0.2,195,23321,131189,570,0.2549019607843137,0.8490647854507799,0.008292226569144412,0.016061941435690456,faster_rcnn,clahe,0,scratch,val_full_seq
0.24,183,20277,134233,582,0.23921568627450981,0.8687657756779497,0.008944281524926686,0.017243816254416962,faster_rcnn,clahe,0,scratch,val_full_seq
0.27,173,18423,136087,592,0.2261437908496732,0.880764999029189,0.009303075930307592,0.01787097773875316,faster_rcnn,clahe,0,scratch,val_full_seq
0.3,160,16697,137813,605,0.20915032679738563,0.8919357970357905,0.00949160586106662,0.01815911928271479,faster_rcnn,clahe,0,scratch,val_full_seq
0.33,150,15160,139350,615,0.19607843137254902,0.9018833732444502,0.009797517962116264,0.01866251944012442,faster_rcnn,clahe,0,scratch,val_full_seq
0.37,137,13345,141165,628,0.17908496732026144,0.9136301857484952,0.010161697077584929,0.019232119042605463,faster_rcnn,clahe,0,scratch,val_full_seq
0.4,124,12034,142476,641,0.16209150326797386,0.9221150734580286,0.01019904589570653,0.01919059042018107,faster_rcnn,clahe,0,scratch,val_full_seq
0.43,116,10864,143646,649,0.15163398692810456,0.9296873988738593,0.010564663023679418,0.019753086419753086,faster_rcnn,clahe,0,scratch,val_full_seq
0.46,106,9797,144713,659,0.13856209150326798,0.9365931007701767,0.010703827123094012,0.01987251593550806,faster_rcnn,clahe,0,scratch,val_full_seq
0.5,96,8539,145971,669,0.12549019607843137,0.9447349686104459,0.011117544875506659,0.020425531914893616,faster_rcnn,clahe,0,scratch,val_full_seq
0.53,83,7703,146807,682,0.1084967320261438,0.9501456216426122,0.010660159260210635,0.0194129341597474,faster_rcnn,clahe,0,scratch,val_full_seq
0.56,73,6950,147560,692,0.09542483660130718,0.9550190926153647,0.01039441833974085,0.01874678993323061,faster_rcnn,clahe,0,scratch,val_full_seq
0.59,62,6207,148303,703,0.08104575163398693,0.9598278428580674,0.009889934598819589,0.017628660790446404,faster_rcnn,clahe,0,scratch,val_full_seq
0.63,51,5402,149108,714,0.06666666666666667,0.9650378616270792,0.009352649917476618,0.01640398842071406,faster_rcnn,clahe,0,scratch,val_full_seq
0.66,47,4884,149626,718,0.06143790849673202,0.9683903954436606,0.009531535185560738,0.016502808988764044,faster_rcnn,clahe,0,scratch,val_full_seq
0.69,43,4417,150093,722,0.05620915032679739,0.9714128535369879,0.009641255605381167,0.01645933014354067,faster_rcnn,clahe,0,scratch,val_full_seq
0.72,42,3999,150511,723,0.054901960784313725,0.974118180053071,0.010393466963622866,0.017478152309612985,faster_rcnn,clahe,0,scratch,val_full_seq
0.76,34,3482,151028,731,0.044444444444444446,0.9774642417966475,0.009670079635949944,0.015884139219808458,faster_rcnn,clahe,0,scratch,val_full_seq
0.79,34,3111,151399,731,0.044444444444444446,0.9798653808814963,0.010810810810810811,0.017391304347826087,faster_rcnn,clahe,0,scratch,val_full_seq
0.82,31,2752,151758,734,0.040522875816993466,0.9821888550902854,0.011139058569888609,0.017474633596392335,faster_rcnn,clahe,0,scratch,val_full_seq
0.85,23,2352,152158,742,0.030065359477124184,0.9847776842922789,0.00968421052631579,0.014649681528662419,faster_rcnn,clahe,0,scratch,val_full_seq
0.89,17,1693,152817,748,0.022222222222222223,0.989042780402563,0.009941520467836258,0.013737373737373739,faster_rcnn,clahe,0,scratch,val_full_seq
0.92,6,628,153882,759,0.00784313725490196,0.9959355381528704,0.00946372239747634,0.008577555396711938,faster_rcnn,clahe,0,scratch,val_full_seq
0.95,0,32,154478,765,0.0,0.9997928936638405,0.0,0.0,faster_rcnn,clahe,0,scratch,val_full_seq
0.01,827,144966,1558,0,1.0,0.010633070350249789,0.0056724259738121854,0.011280862092483973,faster_rcnn,plain,0,pretrained,test_full_seq
0.04,825,138529,7995,2,0.9975816203143894,0.05456443995522918,0.005920174519568867,0.011770496714961371,faster_rcnn,plain,0,pretrained,test_full_seq
0.07,818,132649,13875,9,0.9891172914147521,0.09469438453768667,0.006128855822038407,0.012182227054075389,faster_rcnn,plain,0,pretrained,test_full_seq
0.11,793,124389,22135,34,0.9588875453446191,0.15106740192732931,0.006334776565320893,0.012586402558547405,faster_rcnn,plain,0,pretrained,test_full_seq
0.14,769,117702,28822,58,0.9298669891172914,0.19670497665911388,0.006491040001350541,0.012892085366058105,faster_rcnn,plain,0,pretrained,test_full_seq
0.17,737,110887,35637,90,0.8911729141475212,0.24321612841582266,0.006602522754963091,0.013107931454589111,faster_rcnn,plain,0,pretrained,test_full_seq
0.2,704,103844,42680,123,0.8512696493349455,0.2912833392481778,0.006733749091326472,0.013361803084223012,faster_rcnn,plain,0,pretrained,test_full_seq
0.24,665,94711,51813,162,0.8041112454655381,0.35361442494062406,0.00697240395906727,0.013824932694406619,faster_rcnn,plain,0,pretrained,test_full_seq
0.27,637,88122,58402,190,0.7702539298669892,0.398583167262701,0.007176737006951408,0.0142209720268792,faster_rcnn,plain,0,pretrained,test_full_seq
0.3,593,82057,64467,234,0.717049576783555,0.4399757036389943,0.007174833635813672,0.014207506259209123,faster_rcnn,plain,0,pretrained,test_full_seq
0.33,568,76153,70371,259,0.686819830713422,0.4802694439136251,0.007403448860155629,0.01464899159230412,faster_rcnn,plain,0,pretrained,test_full_seq
0.37,513,68832,77692,314,0.6203143893591294,0.5302339548469875,0.007397793640493186,0.014621216439605539,faster_rcnn,plain,0,pretrained,test_full_seq
0.4,485,63593,82931,342,0.5864570737605804,0.5659891894843165,0.0075689004026342896,0.01494491949772745,faster_rcnn,plain,0,pretrained,test_full_seq
0.43,458,58530,87994,369,0.5538089480048367,0.6005432557123748,0.007764291042245881,0.015313884477137843,faster_rcnn,plain,0,pretrained,test_full_seq
0.46,433,53891,92633,394,0.5235792019347038,0.6322035980453714,0.007970694352404094,0.015702344472448372,faster_rcnn,plain,0,pretrained,test_full_seq
0.5,391,47955,98569,436,0.4727932285368803,0.6727157325762333,0.008087535680304472,0.015903036219063308,faster_rcnn,plain,0,pretrained,test_full_seq
0.53,369,43740,102784,458,0.44619105199516323,0.7014823510141683,0.008365639665374413,0.016423357664233577,faster_rcnn,plain,0,pretrained,test_full_seq
0.56,350,39743,106781,477,0.42321644498186217,0.7287611585815293,0.008729703439503154,0.01710654936461388,faster_rcnn,plain,0,pretrained,test_full_seq
0.59,326,35905,110619,501,0.3941958887545345,0.7549548196882422,0.008997819546796942,0.017594041772356843,faster_rcnn,plain,0,pretrained,test_full_seq
0.63,302,30858,115666,525,0.3651753325272068,0.7893996887881849,0.00969191270860077,0.018882671085128335,faster_rcnn,plain,0,pretrained,test_full_seq
0.66,272,27167,119357,555,0.32889963724304716,0.8145901012803364,0.009912897700353512,0.01924573692775773,faster_rcnn,plain,0,pretrained,test_full_seq
0.69,250,23562,122962,577,0.3022974607013301,0.8391935792088668,0.01049890811355619,0.0202930313730265,faster_rcnn,plain,0,pretrained,test_full_seq
0.72,223,20202,126322,604,0.26964933494558646,0.8621249761131282,0.010917992656058752,0.0209862601166949,faster_rcnn,plain,0,pretrained,test_full_seq
0.76,205,15867,130657,622,0.2478839177750907,0.8917105730119298,0.012755102040816327,0.024261790638499318,faster_rcnn,plain,0,pretrained,test_full_seq
0.79,176,12949,133575,651,0.21281741233373638,0.9116253992519997,0.013409523809523809,0.025229357798165136,faster_rcnn,plain,0,pretrained,test_full_seq
0.82,165,10229,136295,662,0.19951632406287786,0.9301889110316399,0.015874543005580142,0.029409143570091792,faster_rcnn,plain,0,pretrained,test_full_seq
0.85,153,7658,138866,674,0.18500604594921402,0.9477355245557042,0.019587760850083215,0.0354248668673304,faster_rcnn,plain,0,pretrained,test_full_seq
0.89,111,4810,141714,716,0.13422007255139057,0.9671726133602686,0.022556390977443608,0.038622129436325675,faster_rcnn,plain,0,pretrained,test_full_seq
0.92,82,2966,143558,745,0.09915356711003627,0.9797575823755835,0.02690288713910761,0.04232258064516129,faster_rcnn,plain,0,pretrained,test_full_seq
0.95,53,1440,145084,774,0.06408706166868199,0.9901722584696022,0.03549899531145345,0.045689655172413794,faster_rcnn,plain,0,pretrained,test_full_seq
0.01,765,132091,22419,0,1.0,0.145097404698725,0.005758114048292889,0.011450295986409322,faster_rcnn,plain,0,pretrained,val_full_seq
0.04,761,127015,27495,4,0.9947712418300654,0.17794964727202123,0.005955735036313549,0.011840580048389232,faster_rcnn,plain,0,pretrained,val_full_seq
0.07,734,121503,33007,31,0.9594771241830066,0.21362371367549027,0.006004728519188134,0.011934765288369295,faster_rcnn,plain,0,pretrained,val_full_seq
0.11,695,112956,41554,70,0.9084967320261438,0.2689405216490842,0.006115212360647948,0.012148650538386239,faster_rcnn,plain,0,pretrained,val_full_seq
0.14,663,105875,48635,102,0.8666666666666667,0.31476927059737236,0.006223131652555895,0.01235752961240599,faster_rcnn,plain,0,pretrained,val_full_seq
0.17,607,98838,55672,158,0.7934640522875817,0.3603132483334412,0.006103876514656343,0.012114559425207064,faster_rcnn,plain,0,pretrained,val_full_seq
0.2,560,92089,62421,205,0.7320261437908496,0.40399326904407484,0.006044317801595268,0.011989637527565461,faster_rcnn,plain,0,pretrained,val_full_seq
0.24,506,83042,71468,259,0.661437908496732,0.4625461135201605,0.006056398716905252,0.012002893978390047,faster_rcnn,plain,0,pretrained,val_full_seq
0.27,450,76744,77766,315,0.5882352941176471,0.5033072293055466,0.00582946861155012,0.011544529816955066,faster_rcnn,plain,0,pretrained,val_full_seq
0.3,407,70705,83805,358,0.5320261437908497,0.5423920781826419,0.005723365957925526,0.011324902263589185,faster_rcnn,plain,0,pretrained,val_full_seq
0.33,381,65079,89431,384,0.4980392156862745,0.578803960908679,0.005820348304307974,0.011506228765571913,faster_rcnn,plain,0,pretrained,val_full_seq
0.37,337,57957,96553,428,0.44052287581699345,0.6248980648501715,0.005781040930455964,0.01141231649706226,faster_rcnn,plain,0,pretrained,val_full_seq
0.4,305,52954,101556,460,0.39869281045751637,0.6572778460941039,0.005726731632212396,0.011291277950540501,faster_rcnn,plain,0,pretrained,val_full_seq
0.43,270,48287,106223,495,0.35294117647058826,0.6874830108083619,0.005560475317667895,0.010948461132962977,faster_rcnn,plain,0,pretrained,val_full_seq
0.46,241,43922,110588,524,0.3150326797385621,0.7157336094751149,0.00545705681226366,0.010728276353276354,faster_rcnn,plain,0,pretrained,val_full_seq
0.5,214,38327,116183,551,0.2797385620915033,0.7519448579379976,0.005552528476168236,0.010888922810766803,faster_rcnn,plain,0,pretrained,val_full_seq
0.53,189,34440,120070,576,0.24705882352941178,0.7771018057083684,0.005457853244390539,0.010679776233259873,faster_rcnn,plain,0,pretrained,val_full_seq
0.56,170,30727,123783,595,0.2222222222222222,0.8011326127758721,0.005502152312522252,0.01073842460994252,faster_rcnn,plain,0,pretrained,val_full_seq
0.59,144,27373,127137,621,0.18823529411764706,0.8228399456345867,0.005233128611403859,0.010183155363835655,faster_rcnn,plain,0,pretrained,val_full_seq
0.63,121,23181,131329,644,0.15816993464052287,0.8499708756714776,0.005192687322976569,0.010055262392487638,faster_rcnn,plain,0,pretrained,val_full_seq
0.66,110,20266,134244,655,0.1437908496732026,0.8688369684810044,0.005398508048684727,0.010406319474007853,faster_rcnn,plain,0,pretrained,val_full_seq
0.69,98,17478,137032,667,0.12810457516339868,0.8868811080188984,0.005575785161583978,0.01068644021590971,faster_rcnn,plain,0,pretrained,val_full_seq
0.72,85,14875,139635,680,0.1111111111111111,0.9037279140508705,0.005681818181818182,0.010810810810810811,faster_rcnn,plain,0,pretrained,val_full_seq
0.76,65,11498,143012,700,0.08496732026143791,0.9255841045886998,0.005621378534982271,0.010545100584036338,faster_rcnn,plain,0,pretrained,val_full_seq
0.79,56,9357,145153,709,0.07320261437908497,0.9394408128923695,0.005949219164984596,0.011004126547455294,faster_rcnn,plain,0,pretrained,val_full_seq
0.82,40,7318,147192,725,0.05228758169934641,0.9526373697495307,0.005436259853220984,0.009848578111535146,faster_rcnn,plain,0,pretrained,val_full_seq
0.85,32,5470,149040,733,0.04183006535947712,0.9645977606627403,0.0058160668847691745,0.010212222754108824,faster_rcnn,plain,0,pretrained,val_full_seq
0.89,25,3183,151327,740,0.032679738562091505,0.9793993916251376,0.007793017456359103,0.012584948401711553,faster_rcnn,plain,0,pretrained,val_full_seq
0.92,16,1716,152794,749,0.02091503267973856,0.9888939227234483,0.009237875288683603,0.012815378454144974,faster_rcnn,plain,0,pretrained,val_full_seq
0.95,9,484,154026,756,0.011764705882352941,0.996867516665588,0.018255578093306288,0.014308426073131954,faster_rcnn,plain,0,pretrained,val_full_seq
0.01,807,115824,30700,20,0.9758162031438936,0.20952198957167426,0.006919258173212954,0.013741081918643261,faster_rcnn,plain,0,scratch,test_full_seq
0.04,772,90110,56414,55,0.9334945586457074,0.3850154240943463,0.008494531370348364,0.016835861256801404,faster_rcnn,plain,0,scratch,test_full_seq
0.07,745,77089,69435,82,0.9008464328899637,0.4738814119188665,0.009571652491199218,0.018942042435260167,faster_rcnn,plain,0,scratch,test_full_seq
0.11,712,64958,81566,115,0.8609431680773881,0.5566733094919604,0.010842089234049033,0.02141449990225123,faster_rcnn,plain,0,scratch,test_full_seq
0.14,685,58218,88306,142,0.8282950423216445,0.6026725997106276,0.011629288830789604,0.022936547798426254,faster_rcnn,plain,0,scratch,test_full_seq
