crop_Z,crop_R,score,year,original_path_Z,original_path_R
2024__28.08.2024__5Z__108MEDIA__DSCF0781_crop0.jpg,2024__11.10.2024__3R__104MEDIA__DSCF0687_crop0.jpg,19,2024,/srv/shared_leopard_toad/2024/28.08.2024/5Z/108MEDIA/DSCF0781.JPG,/srv/shared_leopard_toad/2024/11.10.2024/3R/104MEDIA/DSCF0687.JPG
2024__09.02.2024__5Z__102MEDIA__DSCF0483_crop0.jpg,2024__11.10.2024__6R__104MEDIA__DSCF0367_crop0.jpg,19,2024,/srv/shared_leopard_toad/2024/09.02.2024/5Z/102MEDIA/DSCF0483.JPG,/srv/shared_leopard_toad/2024/11.10.2024/6R/104MEDIA/DSCF0367.JPG
2024__18.11.2024__4Z__102MEDIA__DSCF0962_crop0.jpg,2024__16.09.2024__4R__109MEDIA__DSCF0039_crop0.jpg,19,2024,/srv/shared_leopard_toad/2024/18.11.2024/4Z/102MEDIA/DSCF0962.JPG,/srv/shared_leopard_toad/2024/16.09.2024/4R/109MEDIA/DSCF0039.JPG
2025__Documents__12.19.08.2025__4Z__107MEDIA__DSCF0813_crop0.jpg,2025__Documents__06.10-13.10.2025__6R__103MEDIA__DSCF0213_crop0.jpg,19,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/4Z/107MEDIA/DSCF0813.JPG,/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/6R/103MEDIA/DSCF0213.JPG
2024__28.08.2024__5Z__108MEDIA__DSCF0770_crop0.jpg,2024__11.10.2024__6R__104MEDIA__DSCF0367_crop0.jpg,18,2024,/srv/shared_leopard_toad/2024/28.08.2024/5Z/108MEDIA/DSCF0770.JPG,/srv/shared_leopard_toad/2024/11.10.2024/6R/104MEDIA/DSCF0367.JPG
2024__09.02.2024__5Z__102MEDIA__DSCF0483_crop0.jpg,2024__16.09.2024__5R__108MEDIA__DSCF0747_crop0.jpg,18,2024,/srv/shared_leopard_toad/2024/09.02.2024/5Z/102MEDIA/DSCF0483.JPG,/srv/shared_leopard_toad/2024/16.09.2024/5R/108MEDIA/DSCF0747.JPG
2024__18.11.2024__4Z__102MEDIA__DSCF0962_crop0.jpg,2024__02.10.2024__4R__102MEDIA__DSCF0906_crop0.jpg,18,2024,/srv/shared_leopard_toad/2024/18.11.2024/4Z/102MEDIA/DSCF0962.JPG,/srv/shared_leopard_toad/2024/02.10.2024/4R/102MEDIA/DSCF0906.JPG
2024__18.11.2024__4Z__102MEDIA__DSCF0962_crop0.jpg,2024__11.10.2024__6R__104MEDIA__DSCF0367_crop0.jpg,18,2024,/srv/shared_leopard_toad/2024/18.11.2024/4Z/102MEDIA/DSCF0962.JPG,/srv/shared_leopard_toad/2024/11.10.2024/6R/104MEDIA/DSCF0367.JPG
2025__Documents__06.10-13.10.2025__4Z__109MEDIA__DSCF0273_crop0.jpg,2025__Documents__01.09.09.09.2025__6R__100MEDIA__DSCF0396_crop0.jpg,18,2025,/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/4Z/109MEDIA/DSCF0273.JPG,/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/6R/100MEDIA/DSCF0396.JPG
2025__Documents__12.19.08.2025__5Z__100MEDIA__DSCF0010_crop0.jpg,2025__Documents__12.19.08.2025__4R__104MEDIA__DSCF0897_crop0.jpg,18,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/5Z/100MEDIA/DSCF0010.JPG,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/4R/104MEDIA/DSCF0897.JPG
2025__Documents__12.19.08.2025__4Z__107MEDIA__DSCF0813_crop0.jpg,2025__Documents__12.19.08.2025__4R__105MEDIA__DSCF0179_crop0.jpg,18,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/4Z/107MEDIA/DSCF0813.JPG,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/4R/105MEDIA/DSCF0179.JPG
2024__28.08.2024__5Z__108MEDIA__DSCF0773_crop0.jpg,2024__26.09.2024__6R__108MEDIA__DSCF0560_crop0.jpg,17,2024,/srv/shared_leopard_toad/2024/28.08.2024/5Z/108MEDIA/DSCF0773.JPG,/srv/shared_leopard_toad/2024/26.09.2024/6R/108MEDIA/DSCF0560.JPG
2024__28.08.2024__5Z__108MEDIA__DSCF0770_crop0.jpg,2024__26.09.2024__5R__102MEDIA__DSCF0509_crop0.jpg,17,2024,/srv/shared_leopard_toad/2024/28.08.2024/5Z/108MEDIA/DSCF0770.JPG,/srv/shared_leopard_toad/2024/26.09.2024/5R/102MEDIA/DSCF0509.JPG
2024__28.08.2024__5Z__108MEDIA__DSCF0771_crop1.jpg,2024__11.10.2024__6R__104MEDIA__DSCF0367_crop0.jpg,17,2024,/srv/shared_leopard_toad/2024/28.08.2024/5Z/108MEDIA/DSCF0771.JPG,/srv/shared_leopard_toad/2024/11.10.2024/6R/104MEDIA/DSCF0367.JPG
2025__Documents__25.08-01.09.2025__4Z__100MEDIA__DSCF0721_crop0.jpg,2025__Documents__12.19.08.2025__5R__106MEDIA__DSCF0370_crop0.jpg,17,2025,/srv/shared_leopard_toad/2025/Documents/25.08-01.09.2025/4Z/100MEDIA/DSCF0721.JPG,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/5R/106MEDIA/DSCF0370.JPG
2025__Documents__12.19.08.2025__4Z__108MEDIA__DSCF0724_crop0.jpg,2025__Documents__01.09.09.09.2025__5R__107MEDIA__DSCF0899_crop0.jpg,17,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/4Z/108MEDIA/DSCF0724.JPG,/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/5R/107MEDIA/DSCF0899.JPG
2025__Documents__12.19.08.2025__5Z__100MEDIA__DSCF0010_crop0.jpg,2025__Documents__15.09-22.09.2025__5R__100MEDIA__DSCF0509_crop0.jpg,17,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/5Z/100MEDIA/DSCF0010.JPG,/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/5R/100MEDIA/DSCF0509.JPG
2024__09.02.2024__5Z__100MEDIA__DSCF0339_crop0.jpg,2024__09.02.2024__5R__100MEDIA__DSCF0208_crop0.jpg,16,2024,/srv/shared_leopard_toad/2024/09.02.2024/5Z/100MEDIA/DSCF0339.JPG,/srv/shared_leopard_toad/2024/09.02.2024/5R/100MEDIA/DSCF0208.JPG
2024__09.02.2024__5Z__101MEDIA__DSCF0926_crop0.jpg,2024__11.10.2024__6R__104MEDIA__DSCF0367_crop0.jpg,16,2024,/srv/shared_leopard_toad/2024/09.02.2024/5Z/101MEDIA/DSCF0926.JPG,/srv/shared_leopard_toad/2024/11.10.2024/6R/104MEDIA/DSCF0367.JPG
2024__28.08.2024__5Z__108MEDIA__DSCF0770_crop0.jpg,2024__11.10.2024__6R__104MEDIA__DSCF0366_crop0.jpg,16,2024,/srv/shared_leopard_toad/2024/28.08.2024/5Z/108MEDIA/DSCF0770.JPG,/srv/shared_leopard_toad/2024/11.10.2024/6R/104MEDIA/DSCF0366.JPG
2024__28.08.2024__5Z__108MEDIA__DSCF0770_crop0.jpg,2024__11.10.2024__6R__110MEDIA__DSCF0899_crop0.jpg,16,2024,/srv/shared_leopard_toad/2024/28.08.2024/5Z/108MEDIA/DSCF0770.JPG,/srv/shared_leopard_toad/2024/11.10.2024/6R/110MEDIA/DSCF0899.JPG
2024__28.08.2024__5Z__108MEDIA__DSCF0770_crop0.jpg,2024__11.10.2024__5R__104MEDIA__DSCF0811_crop0.jpg,16,2024,/srv/shared_leopard_toad/2024/28.08.2024/5Z/108MEDIA/DSCF0770.JPG,/srv/shared_leopard_toad/2024/11.10.2024/5R/104MEDIA/DSCF0811.JPG
2024__28.08.2024__5Z__108MEDIA__DSCF0770_crop0.jpg,2024__16.09.2024__5R__108MEDIA__DSCF0747_crop0.jpg,16,2024,/srv/shared_leopard_toad/2024/28.08.2024/5Z/108MEDIA/DSCF0770.JPG,/srv/shared_leopard_toad/2024/16.09.2024/5R/108MEDIA/DSCF0747.JPG
2024__09.02.2024__4Z__102MEDIA__DSCF0267_crop0.jpg,2024__11.10.2024__5R__104MEDIA__DSCF0811_crop0.jpg,16,2024,/srv/shared_leopard_toad/2024/09.02.2024/4Z/102MEDIA/DSCF0267.JPG,/srv/shared_leopard_toad/2024/11.10.2024/5R/104MEDIA/DSCF0811.JPG
2024__09.02.2024__5Z__100MEDIA__DSCF0340_crop0.jpg,2024__09.02.2024__5R__100MEDIA__DSCF0207_crop0.jpg,16,2024,/srv/shared_leopard_toad/2024/09.02.2024/5Z/100MEDIA/DSCF0340.JPG,/srv/shared_leopard_toad/2024/09.02.2024/5R/100MEDIA/DSCF0207.JPG
2024__09.02.2024__5Z__100MEDIA__DSCF0340_crop0.jpg,2024__09.02.2024__5R__100MEDIA__DSCF0198_crop0.jpg,16,2024,/srv/shared_leopard_toad/2024/09.02.2024/5Z/100MEDIA/DSCF0340.JPG,/srv/shared_leopard_toad/2024/09.02.2024/5R/100MEDIA/DSCF0198.JPG
2024__09.02.2024__5Z__100MEDIA__DSCF0340_crop0.jpg,2024__11.10.2024__6R__104MEDIA__DSCF0367_crop0.jpg,16,2024,/srv/shared_leopard_toad/2024/09.02.2024/5Z/100MEDIA/DSCF0340.JPG,/srv/shared_leopard_toad/2024/11.10.2024/6R/104MEDIA/DSCF0367.JPG
2024__18.11.2024__4Z__102MEDIA__DSCF0962_crop0.jpg,2024__18.11.2024__6R__102MEDIA__DSCF0970_crop0.jpg,16,2024,/srv/shared_leopard_toad/2024/18.11.2024/4Z/102MEDIA/DSCF0962.JPG,/srv/shared_leopard_toad/2024/18.11.2024/6R/102MEDIA/DSCF0970.JPG
2024__18.11.2024__4Z__102MEDIA__DSCF0962_crop0.jpg,2024__02.10.2024__5R__102MEDIA__DSCF0661_crop0.jpg,16,2024,/srv/shared_leopard_toad/2024/18.11.2024/4Z/102MEDIA/DSCF0962.JPG,/srv/shared_leopard_toad/2024/02.10.2024/5R/102MEDIA/DSCF0661.JPG
2025__Documents__06.10-13.10.2025__4Z__106MEDIA__DSCF0090_crop0.jpg,2025__Documents__01.09.09.09.2025__6R__100MEDIA__DSCF0396_crop0.jpg,16,2025,/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/4Z/106MEDIA/DSCF0090.JPG,/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/6R/100MEDIA/DSCF0396.JPG
2025__Documents__22.09-29.09.2025__5Z__107MEDIA__DSCF0395_crop0.jpg,2025__Documents__01.09.09.09.2025__5R__107MEDIA__DSCF0899_crop0.jpg,16,2025,/srv/shared_leopard_toad/2025/Documents/22.09-29.09.2025/5Z/107MEDIA/DSCF0395.JPG,/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/5R/107MEDIA/DSCF0899.JPG
2025__Documents__12.19.08.2025__4Z__108MEDIA__DSCF0724_crop0.jpg,2025__Documents__12.19.08.2025__5R__106MEDIA__DSCF0370_crop0.jpg,16,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/4Z/108MEDIA/DSCF0724.JPG,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/5R/106MEDIA/DSCF0370.JPG
2025__Documents__12.19.08.2025__5Z__100MEDIA__DSCF0010_crop0.jpg,2025__Documents__06.10-13.10.2025__5R__106MEDIA__DSCF0360_crop0.jpg,16,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/5Z/100MEDIA/DSCF0010.JPG,/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0360.JPG
2025__Documents__12.19.08.2025__5Z__100MEDIA__DSCF0010_crop0.jpg,2025__Documents__12.19.08.2025__5R__105MEDIA__DSCF0959_crop0.jpg,16,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/5Z/100MEDIA/DSCF0010.JPG,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/5R/105MEDIA/DSCF0959.JPG
2025__Documents__12.19.08.2025__5Z__100MEDIA__DSCF0010_crop0.jpg,2025__Documents__01.09.09.09.2025__6R__100MEDIA__DSCF0396_crop0.jpg,16,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/5Z/100MEDIA/DSCF0010.JPG,/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/6R/100MEDIA/DSCF0396.JPG
2025__Documents__12.19.08.2025__4Z__107MEDIA__DSCF0813_crop0.jpg,2025__Documents__06.10-13.10.2025__5R__106MEDIA__DSCF0360_crop0.jpg,16,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/4Z/107MEDIA/DSCF0813.JPG,/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0360.JPG
2024__28.08.2024__5Z__108MEDIA__DSCF0772_crop0.jpg,2024__11.10.2024__6R__104MEDIA__DSCF0367_crop0.jpg,15,2024,/srv/shared_leopard_toad/2024/28.08.2024/5Z/108MEDIA/DSCF0772.JPG,/srv/shared_leopard_toad/2024/11.10.2024/6R/104MEDIA/DSCF0367.JPG
2024__09.02.2024__5Z__100MEDIA__DSCF0339_crop0.jpg,2024__09.02.2024__5R__100MEDIA__DSCF0209_crop0.jpg,15,2024,/srv/shared_leopard_toad/2024/09.02.2024/5Z/100MEDIA/DSCF0339.JPG,/srv/shared_leopard_toad/2024/09.02.2024/5R/100MEDIA/DSCF0209.JPG
2024__28.08.2024__5Z__108MEDIA__DSCF0770_crop0.jpg,2024__26.09.2024__5R__101MEDIA__DSCF0449_crop0.jpg,15,2024,/srv/shared_leopard_toad/2024/28.08.2024/5Z/108MEDIA/DSCF0770.JPG,/srv/shared_leopard_toad/2024/26.09.2024/5R/101MEDIA/DSCF0449.JPG
2024__09.02.2024__4Z__102MEDIA__DSCF0267_crop0.jpg,2024__26.09.2024__5R__102MEDIA__DSCF0509_crop0.jpg,15,2024,/srv/shared_leopard_toad/2024/09.02.2024/4Z/102MEDIA/DSCF0267.JPG,/srv/shared_leopard_toad/2024/26.09.2024/5R/102MEDIA/DSCF0509.JPG
2024__09.02.2024__5Z__102MEDIA__DSCF0483_crop0.jpg,2024__11.10.2024__5R__104MEDIA__DSCF0723_crop0.jpg,15,2024,/srv/shared_leopard_toad/2024/09.02.2024/5Z/102MEDIA/DSCF0483.JPG,/srv/shared_leopard_toad/2024/11.10.2024/5R/104MEDIA/DSCF0723.JPG
2024__09.02.2024__5Z__102MEDIA__DSCF0483_crop0.jpg,2024__16.09.2024__4R__109MEDIA__DSCF0040_crop0.jpg,15,2024,/srv/shared_leopard_toad/2024/09.02.2024/5Z/102MEDIA/DSCF0483.JPG,/srv/shared_leopard_toad/2024/16.09.2024/4R/109MEDIA/DSCF0040.JPG
2024__28.08.2024__5Z__107MEDIA__DSCF0302_crop0.jpg,2024__26.09.2024__6R__108MEDIA__DSCF0560_crop0.jpg,15,2024,/srv/shared_leopard_toad/2024/28.08.2024/5Z/107MEDIA/DSCF0302.JPG,/srv/shared_leopard_toad/2024/26.09.2024/6R/108MEDIA/DSCF0560.JPG
2024__09.02.2024__5Z__100MEDIA__DSCF0340_crop0.jpg,2024__23.08.2024__6R__104MEDIA__DSCF0098_crop0.jpg,15,2024,/srv/shared_leopard_toad/2024/09.02.2024/5Z/100MEDIA/DSCF0340.JPG,/srv/shared_leopard_toad/2024/23.08.2024/6R/104MEDIA/DSCF0098.JPG
2024__09.02.2024__5Z__100MEDIA__DSCF0340_crop0.jpg,2024__18.11.2024__6R__102MEDIA__DSCF0967_crop0.jpg,15,2024,/srv/shared_leopard_toad/2024/09.02.2024/5Z/100MEDIA/DSCF0340.JPG,/srv/shared_leopard_toad/2024/18.11.2024/6R/102MEDIA/DSCF0967.JPG
2024__18.11.2024__4Z__102MEDIA__DSCF0962_crop0.jpg,2024__11.10.2024__5R__104MEDIA__DSCF0794_crop0.jpg,15,2024,/srv/shared_leopard_toad/2024/18.11.2024/4Z/102MEDIA/DSCF0962.JPG,/srv/shared_leopard_toad/2024/11.10.2024/5R/104MEDIA/DSCF0794.JPG
2024__18.11.2024__4Z__102MEDIA__DSCF0962_crop0.jpg,2024__18.11.2024__6R__102MEDIA__DSCF0967_crop0.jpg,15,2024,/srv/shared_leopard_toad/2024/18.11.2024/4Z/102MEDIA/DSCF0962.JPG,/srv/shared_leopard_toad/2024/18.11.2024/6R/102MEDIA/DSCF0967.JPG
2024__28.08.2024__5Z__108MEDIA__DSCF0771_crop1.jpg,2024__11.10.2024__5R__104MEDIA__DSCF0794_crop0.jpg,15,2024,/srv/shared_leopard_toad/2024/28.08.2024/5Z/108MEDIA/DSCF0771.JPG,/srv/shared_leopard_toad/2024/11.10.2024/5R/104MEDIA/DSCF0794.JPG
2025__Documents__21-28.08.2025__4Z__101MEDIA__DSCF0944_crop0.jpg,2025__Documents__12.19.08.2025__5R__106MEDIA__DSCF0370_crop0.jpg,15,2025,/srv/shared_leopard_toad/2025/Documents/21-28.08.2025/4Z/101MEDIA/DSCF0944.JPG,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/5R/106MEDIA/DSCF0370.JPG
2025__Documents__22.09-29.09.2025__5Z__107MEDIA__DSCF0395_crop0.jpg,2025__Documents__01.09.09.09.2025__6R__100MEDIA__DSCF0396_crop0.jpg,15,2025,/srv/shared_leopard_toad/2025/Documents/22.09-29.09.2025/5Z/107MEDIA/DSCF0395.JPG,/srv/shared_leopard_toad/2025/Documents/01.09.09.09.2025/6R/100MEDIA/DSCF0396.JPG
2025__Documents__12.19.08.2025__4Z__108MEDIA__DSCF0724_crop0.jpg,2025__Documents__09.09.15.09.2025__6R__101MEDIA__DSCF0121_crop0.jpg,15,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/4Z/108MEDIA/DSCF0724.JPG,/srv/shared_leopard_toad/2025/Documents/09.09.15.09.2025/6R/101MEDIA/DSCF0121.JPG
2025__Documents__12.19.08.2025__5Z__100MEDIA__DSCF0010_crop0.jpg,2025__Documents__06.10-13.10.2025__5R__106MEDIA__DSCF0355_crop0.jpg,15,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/5Z/100MEDIA/DSCF0010.JPG,/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0355.JPG
2025__Documents__12.19.08.2025__4Z__107MEDIA__DSCF0813_crop0.jpg,2025__Documents__06.10-13.10.2025__5R__106MEDIA__DSCF0361_crop0.jpg,15,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/4Z/107MEDIA/DSCF0813.JPG,/srv/shared_leopard_toad/2025/Documents/06.10-13.10.2025/5R/106MEDIA/DSCF0361.JPG
2025__Documents__12.19.08.2025__4Z__107MEDIA__DSCF0813_crop0.jpg,2025__Documents__15.09-22.09.2025__5R__100MEDIA__DSCF0509_crop0.jpg,15,2025,/srv/shared_leopard_toad/2025/Documents/12.19.08.2025/4Z/107MEDIA/DSCF0813.JPG,/srv/shared_leopard_toad/2025/Documents/15.09-22.09.2025/5R/100MEDIA/DSCF0509.JPG
