epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
24,297.5,0.36642,0.55161,0.14195,0.93948,0.88303,0.95117,0.72449,0.27372,0.44304,0.12571,0.000778233,0.000778233,0.000778233
25,307.144,0.31823,0.49095,0.12549,0.99091,0.84866,0.94566,0.70834,0.31858,0.42891,0.14297,0.000749939,0.000749939,0.000749939
26,317.18,0.3249,0.46906,0.1314,0.91433,0.84409,0.942,0.70217,0.28484,0.42925,0.12739,0.000721645,0.000721645,0.000721645
27,326.024,0.31122,0.45432,0.12325,0.89174,0.96488,0.98558,0.74238,0.2573,0.37398,0.12012,0.000693351,0.000693351,0.000693351
28,333.43,0.35584,0.51945,0.14347,0.88051,0.84547,0.96757,0.75045,0.28465,0.42811,0.13856,0.000665057,0.000665057,0.000665057
29,339.992,0.3415,0.52327,0.12861,0.94821,0.88493,0.97435,0.77598,0.25555,0.37781,0.11895,0.000636762,0.000636762,0.000636762
30,346.167,0.28903,0.39258,0.10565,0.98984,0.91003,0.9883,0.70743,0.29469,0.40524,0.13274,0.000608468,0.000608468,0.000608468
31,352.319,0.30029,0.45029,0.11822,1,0.91435,0.98847,0.7717,0.25186,0.36503,0.12176,0.000580174,0.000580174,0.000580174
32,358.329,0.30759,0.40489,0.12179,0.98926,0.89694,0.98378,0.79589,0.25444,0.37115,0.11646,0.00055188,0.00055188,0.00055188
33,364.436,0.32571,0.42474,0.12762,0.98419,0.90576,0.98592,0.77911,0.28353,0.40173,0.13585,0.000523586,0.000523586,0.000523586
34,370.768,0.25967,0.41451,0.0995,0.96905,0.91299,0.98529,0.75387,0.26245,0.40992,0.12349,0.000495291,0.000495291,0.000495291
35,376.879,0.31281,0.40395,0.1403,0.97534,0.89904,0.98288,0.75401,0.26073,0.4202,0.11953,0.000466997,0.000466997,0.000466997
36,383.052,0.29563,0.40414,0.10708,0.99475,0.97384,0.99333,0.81004,0.22534,0.34215,0.10601,0.000438703,0.000438703,0.000438703
37,389.127,0.29205,0.44067,0.11581,0.98971,0.97429,0.9943,0.81444,0.22708,0.34321,0.1108,0.000410409,0.000410409,0.000410409
38,395.336,0.29585,0.43943,0.12728,0.98365,0.96618,0.995,0.77291,0.27134,0.39546,0.13023,0.000382115,0.000382115,0.000382115
39,401.673,0.3131,0.46653,0.11574,0.98253,0.93991,0.995,0.80065,0.20952,0.33955,0.09884,0.00035382,0.00035382,0.00035382
40,407.882,0.29457,0.39834,0.10892,0.97429,0.98889,0.99495,0.78082,0.24817,0.35343,0.11791,0.000325526,0.000325526,0.000325526
41,419.074,0.23837,0.33031,0.10635,0.98358,0.99184,0.99328,0.76661,0.24582,0.34884,0.11365,0.000297232,0.000297232,0.000297232
42,425.612,0.22054,0.32827,0.08838,0.98741,0.9916,0.995,0.7853,0.21877,0.3117,0.09764,0.000268938,0.000268938,0.000268938
43,432.126,0.25153,0.3287,0.11351,0.9647,0.91263,0.97833,0.75043,0.23808,0.32514,0.10586,0.000240644,0.000240644,0.000240644
44,438.311,0.29651,0.3497,0.13688,0.96405,0.90927,0.97833,0.73382,0.2332,0.32596,0.10443,0.000212349,0.000212349,0.000212349
45,444.511,0.23868,0.324,0.10755,0.95895,0.91268,0.97833,0.72786,0.2553,0.34237,0.11342,0.000184055,0.000184055,0.000184055
46,450.751,0.22429,0.35343,0.09428,0.8908,0.99202,0.97833,0.69713,0.27156,0.35115,0.12385,0.000155761,0.000155761,0.000155761
47,456.868,0.21431,0.31348,0.10817,0.9866,0.98912,0.995,0.70523,0.27611,0.35502,0.12745,0.000127467,0.000127467,0.000127467
48,462.968,0.29601,0.34286,0.14666,0.99155,0.99166,0.995,0.72946,0.25673,0.3362,0.11636,9.91726e-05,9.91726e-05,9.91726e-05
49,469.25,0.24515,0.32972,0.11385,0.99257,0.99252,0.995,0.73206,0.25305,0.33309,0.1122,7.08784e-05,7.08784e-05,7.08784e-05
50,475.335,0.20771,0.34864,0.10496,0.99218,0.99208,0.995,0.72525,0.25911,0.33809,0.11448,4.25842e-05,4.25842e-05,4.25842e-05
